data:max_stress_xx:value,data:max_stress_yy:value,data:max_vonmises_stress:value,data:p1_stress_xx:value,data:p1_stress_yy:value,data:p1_vonmises_stress:value,data:p2_stress_xx:value,data:p2_stress_yy:value,data:p2_vonmises_stress:value,data:p3_stress_xx:value,data:p3_stress_yy:value,data:p3_vonmises_stress:value,data:p4_stress_xx:value,data:p4_stress_yy:value,data:p4_vonmises_stress:value,data:p5_stress_xx:value,data:p5_stress_yy:value,data:p5_vonmises_stress:value,data:p6_stress_xx:value,data:p6_stress_yy:value,data:p6_vonmises_stress:value,data:p7_stress_xx:value,data:p7_stress_yy:value,data:p7_vonmises_stress:value,data:p8_stress_xx:value,data:p8_stress_yy:value,data:p8_vonmises_stress:value,data:p9_stress_xx:value,data:p9_stress_yy:value,data:p9_vonmises_stress:value
10449.64507,18560.60081,25674.04395,-1054.444061,2891.605294,3554.680836,1169.303155,9090.897404,8526.179145,-3.5184407,10068.79295,10070.61683,0.003379887,10065.20283,10065.2001,0.015976125,10065.33029,10065.32231,-0.003079338,10065.50747,10065.51033,-3.176651969,10068.213,10069.87102,1095.081903,9211.739902,8668.423289,-895.3348442,3291.625228,3786.344225
10906.48526,19496.04981,26928.04642,-1088.325289,3089.031177,3774.966478,1242.169658,9124.143404,8530.669356,-4.048552563,10114.65592,10116.74359,0.039038725,10108.65135,10108.61782,0.021464542,10110.46162,10110.45085,-0.039100845,10112.3547,10112.38888,-4.105374411,10114.76629,10116.88085,1254.440424,9104.865864,8507.827221,-1082.967899,3092.920319,3773.830133
11680.64905,21601.21013,29545.05591,-814.7305159,3927.178913,4346.712702,1499.556381,8530.095104,7852.368703,-7.735110389,9739.690309,9743.265428,-0.086877905,9725.700551,9725.776065,-0.054835396,9722.035133,9722.060544,0.047791917,9719.344721,9719.303417,-7.698447732,9740.553716,9744.07406,1535.177268,8474.990556,7788.984175,-1031.051784,3515.865286,4156.122718
11734.01721,21717.72315,29643.58594,-996.4820006,3555.720107,4172.031925,1584.424133,8221.678926,7524.817372,-6.589315069,9556.046131,9558.683636,-0.078562315,9532.264545,9532.331048,-0.375809026,9530.109032,9530.293256,-0.015162071,9529.276256,9529.287728,-6.215387075,9557.294647,9559.679011,1626.052344,8158.640938,7453.0366,-977.1150889,3570.656549,4167.175491
10587.67731,18760.12574,25956.48176,-1051.835614,2941.444618,3598.983031,1213.280594,9120.779388,8542.357684,-3.419909969,10147.99094,10149.7722,-0.180752011,10153.36411,10153.5209,0.013898719,10144.7681,10144.76117,0.181111122,10136.21147,10136.05467,-3.138536927,10147.55436,10149.19709,1150.063285,9219.556355,8659.617967,-1077.86957,2920.175066,3602.015166
11484.58548,21241.85888,29039.5764,-1052.602025,3403.411128,4063.054326,1447.302095,8553.327255,7891.625668,-7.479115271,9724.52052,9728.01574,0.078739805,9704.418832,9704.351018,-0.028708384,9708.453731,9708.466425,-0.110585795,9713.35453,9713.450962,-7.473889291,9725.035489,9728.506837,1469.720619,8517.91054,7850.76885,-1041.966456,3410.587835,4059.830833
10475.23848,18491.55141,25591.56567,-1065.255518,2859.50535,3532.690689,1129.491951,9214.042928,8663.092328,-2.940874583,10141.90689,10143.45122,0.093795345,10134.96597,10134.88499,0.011495939,10139.38324,10139.37757,-0.093148893,10143.82771,10143.90874,-2.951297396,10141.92975,10143.47867,1133.306673,9207.195091,8654.940613,-1063.484412,2859.976419,3531.534067
11263.25829,20448.35902,28109.04616,-1051.219477,3308.967205,3961.045504,1421.970583,8714.585399,8063.221535,-6.64393613,9893.262829,9896.498482,-0.170184817,9890.258125,9890.406194,0.032362703,9882.236352,9882.219438,0.159814542,9874.65766,9874.519611,-6.481777272,9892.544225,9895.720054,1379.383626,8779.939312,8139.531632,-1070.367688,3294.74615,3965.278915
10998.48571,19835.6619,27302.1918,-1057.555394,3181.388377,3841.951844,1337.566267,8761.243451,8136.22155,-6.124873629,9863.369316,9866.380354,0.209860854,9843.957949,9843.776445,0.03327075,9853.875799,9853.858596,-0.217621626,9864.160295,9864.349507,-5.99265226,9862.867581,9865.826287,1306.006974,8810.782462,8193.89861,-1071.646489,3170.641249,3844.595271
11469.90501,21081.51886,28865.06956,-1041.745259,3403.000923,4050.289041,1471.568687,8552.86812,7885.909478,-7.407261276,9766.931744,9770.410425,0.212008752,9741.247216,9741.063789,-0.004849246,9751.476698,9751.477697,-0.237523458,9762.470112,9762.67661,-7.342824312,9765.852737,9769.339505,1421.867136,8630.036546,7974.91227,-838.9361191,3811.208501,4250.453392
11004.37722,19920.31847,27407.90594,-1085.617344,3143.139817,3828.312459,1271.571839,8954.010698,8348.276356,-5.229768724,9961.884877,9964.517766,0.033284909,9953.630337,9953.602088,0.032488286,9955.166015,9955.149533,-0.036280363,9956.923324,9956.95538,-5.412338337,9962.398948,9965.111358,1310.991487,8891.752227,8275.284033,-1068.026911,3156.000309,3824.558366
11201.37919,20154.35448,27768.10087,-1066.819551,3268.247433,3934.107135,1376.286472,8824.724578,8186.601513,-6.107002841,9946.868672,9949.890357,-0.005861329,9938.128354,9938.134141,0.035176529,9937.83172,9937.813683,-0.000342053,9937.867256,9937.868259,-6.104483307,9946.859482,9949.880162,1375.671597,8825.680349,8187.723994,-1067.096764,3268.059931,3934.185696
11585.93994,21193.79188,29007.32897,-991.3369862,3513.028499,4123.418695,1575.090007,8185.483774,7492.621885,-6.328543306,9526.100341,9528.587206,-0.085324122,9502.455012,9502.527122,-0.37187024,9499.973472,9500.155704,-0.007640309,9498.797343,9498.802004,-6.388482903,9525.91111,9528.438177,1568.752778,8195.278237,7503.782477,-994.3150933,3510.893583,4124.305972
11526.73327,21194.89756,28994.35628,-1017.639637,3473.821975,4107.950155,1517.597481,8299.334939,7619.458265,-7.076869581,9557.952875,9560.964453,-0.090865827,9538.105106,9538.182771,-0.240695437,9534.927731,9535.044934,0.017527331,9532.999357,9532.982923,-7.091417636,9557.88896,9560.910984,1515.36423,8302.818589,7623.408802,-1018.703844,3472.992258,4108.175906
10866.40052,19358.11555,26744.32842,-1073.688408,3090.997134,3764.960539,1265.555662,9006.132167,8405.233503,-4.627110116,10035.32839,10037.68438,0.130171635,10023.80689,10023.69438,0.026557974,10029.92898,10029.91558,-0.131211513,10036.18263,10036.29667,-4.530131809,10035.11826,10037.42918,1245.860964,9036.89609,8441.453323,-1082.227099,3084.258886,3766.247238
10995.21375,19661.45288,27143.29547,-1076.737011,3171.575503,3847.601476,1305.439449,8923.558664,8307.852353,-5.371887837,9975.947634,9978.644792,0.005534798,9968.654642,9968.650308,0.033044202,9968.879801,9968.862991,-0.00876339,9969.331001,9969.339063,-5.41384631,9976.063544,9978.7791,1314.331601,8909.705293,8291.594641,-1072.800834,3174.54297,3846.839485
11321.32079,20803.79147,28501.89005,-838.5525918,3774.56067,4216.421788,1403.226325,8566.885277,7917.008455,-7.401813689,9686.621148,9690.087842,-0.117995641,9676.109382,9676.212001,-0.039273889,9670.908203,9670.926039,0.083605688,9666.601313,9666.529,-7.379338978,9688.5366,9691.913859,1484.877498,8438.834942,7769.847807,-1024.078757,3380.929177,4013.481507
11140.8302,20179.03438,27725.89095,-1065.394497,3243.199708,3912.667405,1350.797915,8687.922089,8056.008215,-6.728758227,9777.108227,9780.358172,0.060688496,9762.357536,9762.305771,0.020338837,9765.305242,9765.294172,-0.076218917,9768.820365,9768.887362,-6.811567451,9777.654345,9780.927717,1379.218099,8643.310126,8004.434766,-1052.443234,3253.132566,3910.20253
11252.43639,20488.1419,28148.73719,-1066.618788,3287.109709,3953.560283,1383.664859,8787.873839,8146.994625,-6.352043277,9911.872705,9914.996174,-0.000452072,9902.058633,9902.059755,0.034495351,9902.032221,9902.014428,-0.007441817,9902.388094,9902.395277,-6.254228976,9911.480906,9914.566575,1359.306447,8825.771331,8191.247885,-1077.706118,3278.997319,3956.058697
11344.70092,20696.41123,28362.31985,-1037.966584,3341.529492,3985.689216,1446.558906,8534.348475,7875.926914,-7.273958878,9738.629202,9742.038901,0.239050945,9711.775247,9711.568588,-0.011322031,9723.292769,9723.297034,-0.265498833,9735.586376,9735.817432,-7.24774779,9738.504795,9741.904445,1441.014123,8541.781652,7884.262543,-1040.239179,3338.160497,3984.492564
11097.77171,20196.86267,27722.89776,-1059.50986,3212.482382,3875.478183,1348.137099,8718.350987,8088.981142,-6.441257241,9820.93539,9824.073807,0.032893864,9808.71828,9808.69085,0.029332943,9810.292723,9810.277463,-0.043305287,9812.31923,9812.357888,-6.377106209,9820.603442,9823.720301,1329.059863,8748.770876,8124.345906,-1068.237512,3206.424599,3877.742222
11112.91257,20128.12844,27707.10223,-1060.189204,3222.553524,3881.43114,1367.622615,8870.62102,8236.94738,-5.611560844,10002.65694,10005.46417,0.052014518,9992.60814,9992.563492,0.033290677,9995.033389,9995.016454,-0.055172591,9997.682388,9997.730643,-5.284154024,10001.76063,10004.42403,1297.983909,8978.193863,8363.48973,-1091.045507,3199.629885,3887.848833
11208.58172,20591.9494,28228.86994,-869.9285501,3680.555792,4146.637919,1323.397274,8810.908876,8185.835591,-6.381426977,9844.985307,9848.122075,0.074748991,9831.534152,9831.469875,0.032047828,9835.090446,9835.073704,-0.0851341,9839.090458,9839.164831,-6.502500228,9845.610454,9848.78814,1359.242316,8753.41107,8119.072539,-1070.332724,3264.8532,3936.887148
11069.24859,20205.26976,27706.42245,-1057.272067,3197.528653,3859.560862,1340.772672,8687.42377,8060.430534,-6.522172462,9784.949628,9788.112485,0.023121944,9772.692049,9772.673356,0.02578464,9773.81848,9773.804989,-0.034914073,9775.434576,9775.466225,-6.449505368,9784.523549,9787.664002,1317.267846,8725.125577,8104.130479,-1068.058552,3189.938087,3862.237971
10638.66163,18828.12453,26067.56171,-1067.164655,2986.217757,3656.774817,1212.120958,9089.363725,8508.324927,-3.839874679,10086.75478,10088.73709,-0.097140382,10087.45277,10087.53717,0.019075361,10082.8155,10082.80594,0.097193221,10078.24677,10078.16275,-3.692597172,10086.49068,10088.40213,1180.987304,9138.552598,8566.4239,-1080.366502,2975.702307,3658.582738
11086.75665,20192.99315,27705.33358,-1067.656391,3187.972401,3858.450442,1321.386699,8773.098325,8151.693757,-6.213416748,9842.460267,9845.510566,0.242655553,9821.243634,9821.033874,0.031123806,9832.724516,9832.708334,-0.252141553,9844.623235,9844.842592,-6.358190519,9843.133845,9846.235688,1361.960564,8708.717269,8076.580717,-1049.321039,3200.319605,3853.281896
10934.8414,19847.97031,27279.03488,-874.514738,3547.509834,4018.541693,1256.123454,8876.30719,8274.523198,-5.606320088,9866.775627,9869.569602,0.011944112,9858.424468,9858.414829,0.033702209,9858.963775,9858.946559,-0.017152285,9859.800644,9859.816237,-5.682041841,9867.044933,9869.869518,1274.076493,8847.128588,8240.582593,-1074.923463,3126.147059,3803.875474
11215.97786,20333.79308,27932.48325,-1057.677352,3255.688422,3914.548147,1381.395159,8752.385391,8113.162331,-6.380614769,9890.233383,9893.358931,0.116093751,9874.585212,9874.485686,0.032331192,9880.071148,9880.054495,-0.124600603,9885.963174,9886.072348,-6.386006378,9890.21022,9893.340171,1379.835118,8755.657002,8117.142331,-1058.578256,3256.310596,3916.05543
11478.16754,21059.34854,28829.53015,-1035.693448,3418.615627,4063.483159,1479.614105,8462.997576,7793.364666,-7.485399198,9683.647047,9687.06793,0.246624534,9653.48964,9653.275656,-0.065580006,9665.593434,9665.624168,-0.287400144,9678.678686,9678.928066,-7.483872522,9683.760766,9687.176377,1484.235349,8456.018274,7785.397109,-1033.577934,3420.472066,4063.269997
11061.22905,19968.73302,27490.21137,-1075.11679,3207.05224,3883.460947,1321.422684,8813.596399,8191.168117,-6.116097113,9872.494559,9875.510256,-0.131022027,9869.409003,9869.523122,0.033390478,9863.222888,9863.205569,0.122498725,9857.426954,9857.321232,-6.33152944,9873.35618,9876.455218,1374.622347,8730.664739,8094.486041,-1051.305437,3224.889172,3878.564846
11621.04999,21546.71464,29432.40758,-796.1601739,3917.310634,4324.587378,1514.11455,8369.924153,7689.345353,-7.433555677,9607.84432,9611.100421,-0.11541889,9590.630154,9590.729458,-0.191423372,9586.126471,9586.21926,0.049889496,9582.838962,9582.794792,-7.266801719,9608.678124,9611.809976,1544.212737,8322.7604,7635.560838,-1014.481044,3510.156233,4139.923036
10754.96715,19120.07925,26449.53573,-1087.898717,3023.020646,3710.584371,1200.200349,9162.603719,8583.631932,-3.680684796,10117.01648,10118.92544,0.001142796,10113.40484,10113.40408,0.018284108,10113.42321,10113.41406,-0.000928184,10113.50301,10113.50405,-3.68635935,10117.02664,10118.93834,1201.42847,9160.650696,8581.32175,-1087.366061,3023.42562,3710.492974
11261.94475,20322.39715,27943.12834,-1034.378467,3350.102777,3992.756073,1451.125752,8474.538495,7814.225087,-7.322090347,9682.579347,9685.953108,0.068412947,9662.053862,9661.994658,-0.042444529,9665.657053,9665.676429,-0.103432064,9670.159017,9670.248927,-7.323562157,9682.540947,9685.917108,1449.470291,8477.175839,7817.277139,-1035.154389,3349.632595,3993.047204
11531.66916,21287.19223,29127.66783,-822.3682541,3863.39189,4288.973461,1464.529384,8542.125799,7874.871014,-7.581687395,9724.245878,9727.771761,0.123011846,9701.331996,9701.225458,-0.040237358,9707.51165,9707.52991,-0.158296548,9714.607596,9714.745098,-7.568416513,9724.907293,9728.399284,1492.518668,8498.442895,7824.62896,-1038.521674,3448.983727,4095.571549
11175.30724,20009.69179,27572.18424,-1039.734975,3302.042953,3947.105253,1426.5449,8570.874284,7918.432774,-7.089286886,9761.950769,9765.307586,-0.087801223,9751.847917,9751.924573,0.006339223,9747.868596,9747.864158,0.066361468,9744.570996,9744.51392,-7.055934907,9761.655214,9765.005636,1412.107978,8592.999609,7944.022497,-1046.213213,3296.977885,3948.31955
11376.94131,21080.76255,28816.90887,-851.5122107,3769.872999,4224.35273,1383.004295,8613.245147,7968.217805,-7.397646791,9697.571162,9701.068137,-0.213123912,9692.418204,9692.603501,-0.027463354,9682.678385,9682.690468,0.181705478,9673.792952,9673.63567,-7.399283449,9699.652718,9703.066825,1473.196249,8470.552844,7804.320519,-1030.904126,3380.420484,4019.307959
11414.93808,20931.23674,28665.16381,-1037.185563,3405.958949,4053.957587,1465.859339,8434.858295,7768.740215,-7.435453482,9638.081015,9641.443814,-0.175241583,9626.868646,9627.020493,-0.100307134,9619.20899,9619.256818,0.127271118,9612.606756,9612.496066,-7.362274766,9638.85682,9642.148507,1496.280114,8387.36975,7714.336187,-1022.917985,3416.394054,4050.349538
11338.66209,20415.18355,28088.7112,-1040.320505,3378.166364,4025.588143,1457.553253,8514.490037,7851.359036,-7.386714899,9718.685457,9722.114634,-0.114773198,9707.326391,9707.426218,-0.03483906,9702.25871,9702.274341,0.081365798,9698.072848,9698.002509,-7.404620673,9719.608582,9723.010436,1497.759424,8453.247484,7780.721206,-1022.070502,3392.150643,4021.637104
11253.50501,20016.37948,27625.05061,-1023.758382,3367.591832,3998.353761,1484.145126,8468.955218,7800.427656,-7.345945639,9725.227564,9728.618626,-0.063870329,9711.121662,9711.177311,-0.029290886,9708.43314,9708.446034,0.031896202,9706.603214,9706.575778,-7.337698745,9725.017594,9728.412592,1474.825467,8483.008804,7816.667276,-1027.919169,3364.35594,3999.213016
11371.37462,20510.01689,28206.81232,-1036.684501,3372.999826,4013.54769,1472.13306,8577.378942,7911.381057,-7.250156346,9808.834517,9812.268769,-0.233456481,9805.32086,9805.523806,0.008741553,9794.45359,9794.447956,0.212311981,9784.268286,9784.08463,-7.196463269,9808.413754,9811.835423,1451.347623,8608.549028,7947.513937,-1045.959668,3365.499,4015.105048
11309.98938,20709.19064,28391.85075,-1060.903954,3334.532324,4000.731366,1402.493609,8613.998099,7965.489741,-7.213658805,9743.769871,9747.192478,-0.050830015,9731.770469,9731.81503,-0.004107434,9729.585395,9729.586035,0.0258641,9728.149259,9728.127289,-7.272826063,9744.779353,9748.19344,1449.419422,8540.50914,7880.634402,-1039.133974,3350.252729,3995.333556
11103.88235,19916.52914,27454.57911,-1060.022232,3252.305502,3914.940068,1370.52931,8714.97134,8078.158776,-6.585252601,9835.474731,9838.674291,0.019509471,9823.40178,9823.385391,0.027934177,9824.374896,9824.360072,-0.032218782,9825.845999,9825.874471,-6.695603445,9836.039854,9839.276995,1402.29279,8665.923851,8021.065868,-1045.823355,3262.900587,3911.865485
10773.34479,19014.94629,26326.82634,-1071.689344,3061.898739,3735.338141,1249.562875,8992.856529,8397.034562,-4.656568614,10010.9162,10013.2823,-0.047092222,10007.65626,10007.69751,0.027779558,10005.38519,10005.37116,0.045785242,10003.26118,10003.22192,-4.798452985,10011.23179,10013.66345,1278.284153,8948.316948,8344.604985,-1059.437573,3071.658351,3733.546581
11384.93486,21098.62793,28853.70626,-857.001502,3762.026526,4217.04742,1377.446704,8717.134565,8074.872697,-7.01062405,9801.328739,9804.713917,0.247237903,9777.190029,9776.976084,0.015525279,9788.99174,9788.982846,-0.265926877,9801.427249,9801.658372,-7.181418556,9802.807095,9806.226024,1451.458391,8601.438358,7940.924684,-1044.166509,3360.859526,4008.895544
10984.20249,19895.40953,27379.60193,-882.7144809,3564.923861,4040.690631,1255.005977,8988.143117,8387.121758,-5.09309791,9972.106968,9974.678705,-0.036151159,9967.482198,9967.514008,0.032427713,9965.732663,9965.716184,0.033186493,9964.199155,9964.17086,-5.513723357,9973.246864,9976.003853,1344.095002,8848.921237,8223.695873,-1052.926245,3163.015733,3817.065512
11005.41317,19752.48711,27234.25436,-1033.433882,3228.310432,3865.466351,1408.318377,8653.145816,8008.52559,-6.557768319,9852.210913,9855.391385,0.012275284,9840.425857,9840.415717,0.031494488,9841.029897,9841.013422,-0.022474195,9842.067749,9842.087744,-6.223231324,9850.776191,9853.831271,1322.699945,8785.200204,8162.482803,-1071.220998,3199.679556,3873.088051
10822.51987,19414.29045,26796.08341,-1069.989104,3052.007474,3722.070833,1252.912039,9099.603298,8504.954838,-3.90058424,10130.48185,10132.49765,-0.095513087,10131.07672,10131.15969,0.018522101,10126.51419,10126.50492,0.095666252,10122.0149,10121.93221,-3.610496973,10129.96732,10131.84338,1190.307665,9197.753366,8621.284572,-894.354064,3465.568366,3951.400032
11138.80243,20189.40139,27757.60827,-1067.642635,3257.431188,3928.444019,1356.059122,8703.387482,8069.521363,-6.734127681,9794.488117,9797.744723,-0.144853567,9789.515087,9789.641234,0.020403467,9782.769917,9782.758688,0.128624303,9776.601409,9776.490346,-6.941578477,9795.842371,9799.157852,1427.139749,8593.125015,7941.625614,-1035.583487,3281.486029,3921.607753
11063.65285,19830.37851,27310.0124,-1042.984395,3240.416604,3889.516354,1386.722998,8588.970818,7948.725912,-6.897326979,9744.274089,9747.557256,0.040369045,9728.965336,9728.931035,0.01071085,9731.004759,9730.998295,-0.0595762,9733.68195,9733.734359,-6.873990712,9744.104197,9747.381337,1378.262199,8601.983682,7963.73906,-1046.747144,3237.319785,3890.039138
11297.94742,20603.53767,28284.32095,-1028.993629,3367.711034,4002.970948,1476.377233,8501.898617,7835.204632,-7.337440396,9743.612859,9747.032582,0.077595467,9723.765971,9723.699044,-0.009489782,9727.668014,9727.671258,-0.104247021,9732.347389,9732.438214,-7.25496826,9742.099867,9745.535548,1406.939568,8609.521108,7959.458997,-837.4062203,3769.486764,4207.233907
10790.53029,18987.99044,26300.45407,-1071.866371,3052.394417,3725.354152,1246.164145,9043.555182,8449.638987,-4.329035431,10062.29295,10064.50827,-0.113664421,10062.88934,10062.98823,0.024389935,10057.46518,10057.45292,0.113096782,10052.152,10052.05435,-4.496509064,10062.6222,10064.91692,1279.72818,8992.331689,8389.121498,-1057.815222,3064.123674,3723.830658
10930.0217,19542.61872,26955.12504,-1063.799143,3151.803086,3818.555979,1309.706907,8802.524593,8185.801528,-5.886455382,9872.239118,9875.149847,0.094346932,9859.061708,9858.980393,0.033979585,9863.507753,9863.490276,-0.100690494,9868.27983,9868.367652,-5.78895163,9871.897253,9874.768214,1287.343074,8837.903778,8226.990955,-1073.795025,3144.155559,3820.366788
11150.08106,20152.69163,27714.52094,-1054.350933,3283.477749,3943.799777,1386.867307,8595.563682,7953.026721,-7.066808907,9725.988397,9729.341825,-0.069199685,9715.205426,9715.265871,0.002503546,9712.123696,9712.121121,0.046511823,9709.744778,9709.704831,-7.063462425,9725.946407,9729.299692,1384.881197,8598.699465,7956.638173,-1055.269507,3282.78768,3943.992819
11462.08885,21194.22265,28992.33568,-831.5548595,3828.901615,4263.792411,1436.133664,8561.993963,7902.605271,-7.517686519,9710.848824,9714.366388,-0.097164425,9699.068291,9699.152835,-0.027750148,9694.805825,9694.817985,0.06506547,9691.412618,9691.356415,-7.51866491,9710.804043,9714.323954,1434.213065,8565.074632,7906.143825,-832.5598238,3828.102127,4264.049384
11576.78144,21314.93753,29120.21417,-990.2144749,3508.935941,4121.58119,1565.035957,8137.093189,7447.031643,-5.76786207,9462.703526,9464.832167,-0.22802541,9443.851649,9444.046559,-0.4906278,9435.048294,9435.289455,0.11871714,9427.537449,9427.431214,-5.981412595,9462.165789,9464.431677,1547.829723,8163.937008,7477.328552,-998.4340524,3502.638881,4123.567423
11073.46712,20017.54699,27550.81049,-1065.4381,3217.443137,3884.316743,1345.365075,8788.27977,8159.674312,-6.147387502,9883.710452,9886.738488,-0.016217289,9875.090639,9875.105248,0.034317033,9874.318455,9874.300745,0.008791538,9873.907809,9873.900734,-6.037437721,9883.281908,9886.266996,1318.325756,8830.956803,8209.424706,-1077.706543,3208.49796,3887.038275
11062.65407,20081.94691,27567.35763,-1056.277647,3210.414558,3872.67559,1345.74539,8637.369286,8008.154464,-6.767318041,9736.33757,9739.58219,0.129094426,9717.667473,9717.556215,0.012506174,9723.884047,9723.876739,-0.147454309,9730.72045,9730.849125,-6.852724487,9737.096843,9740.357124,1384.099096,8576.522,7937.706829,-1038.836931,3222.604466,3868.112847
11427.22588,20923.3103,28669.26233,-1024.371288,3423.256335,4058.081771,1498.762197,8403.870491,7729.916881,-7.410037022,9655.913051,9659.244279,0.10239152,9631.229556,9631.140547,-0.088493884,9636.616386,9636.658384,-0.148038744,9643.038214,9643.166526,-7.466950602,9655.1893,9658.580687,1469.995271,8448.637714,7781.255712,-1037.839046,3413.368655,4061.45482
11361.24546,20626.2125,28342.98983,-1068.515426,3318.47008,3985.391272,1400.356298,8814.218742,8168.12842,-6.336187949,9950.839668,9953.963758,0.041654959,9939.25254,9939.217676,0.034332262,9941.203099,9941.18554,-0.048798029,9943.528769,9943.572316,-6.469813816,9951.317004,9954.49534,1430.834592,8768.549963,8114.632121,-1055.048277,3329.179556,3983.101092
11392.15941,21066.15998,28801.40597,-1046.816526,3374.952939,4030.093828,1439.945982,8509.027915,7850.135379,-7.423034911,9682.469322,9685.909607,-0.189258699,9674.370355,9674.534762,-0.037908345,9665.803021,9665.820185,0.155028846,9658.129281,9657.994947,-7.438644709,9681.973115,9685.442043,1418.907078,8542.697408,7888.801944,-832.0860788,3789.95081,4225.62538
11057.60434,19762.34719,27261.96599,-1060.262536,3196.642644,3857.092881,1349.379855,8846.597264,8218.427317,-5.731291535,9962.00911,9964.863197,-0.236537237,9965.154706,9965.360195,0.033951791,9953.93872,9953.921367,0.231926191,9942.993907,9942.793294,-5.718182608,9961.96726,9964.815888,1346.306164,8851.396,8224.080987,-1061.624574,3195.754099,3857.506891
11029.44232,19941.07085,27425.53076,-868.3629499,3602.187795,4066.877753,1291.041202,8826.887345,8213.428134,-6.002231933,9848.688407,9851.654855,-0.072485582,9843.187945,9843.251484,0.033443109,9839.759066,9839.741815,0.064816284,9836.700438,9836.644901,-6.09970256,9849.078381,9852.082633,1315.004498,8788.656576,8169.052847,-1069.782178,3182.680557,3855.036119
11610.94501,21381.71874,29248.0624,-1029.480009,3490.880538,4133.69678,1514.101287,8395.158449,7714.898792,-7.505255409,9637.840987,9641.170965,-0.127045462,9622.289133,9622.398883,-0.145726666,9617.072055,9617.142271,0.069751201,9613.011038,9612.950005,-7.448503369,9638.227636,9641.511239,1528.524579,8372.74459,7689.307592,-1022.619374,3496.035816,4132.044739
10933.62267,19605.59115,27032.14846,-1079.736337,3101.568801,3780.897911,1260.900961,9015.093707,8414.817171,-4.670126803,10029.8603,10032.23681,-0.072659363,10027.87377,10027.93732,0.027261563,10024.38705,10024.37334,0.07166814,10021.04096,10020.97941,-4.713100568,10029.94776,10032.34464,1268.806976,9003.155549,8400.813576,-1076.400185,3104.751988,3780.942311
11534.77222,20971.62335,28764.9866,-1008.052717,3476.416651,4096.223207,1550.223596,8338.24174,7651.130838,-7.342773809,9651.978182,9655.198958,-0.17587797,9638.343745,9638.496052,-0.128570186,9630.758237,9630.819995,0.122144576,9624.293546,9624.187232,-7.460199027,9650.863898,9654.193213,1507.590761,8403.129578,7725.466158,-1027.743008,3461.138787,4100.549022
11365.76127,20743.19294,28495.30942,-1059.166696,3352.562878,4011.05439,1432.766882,8753.301459,8097.648618,-6.637260659,9926.952059,9930.19772,0.023676256,9915.112178,9915.092201,0.034424261,9916.243125,9916.225235,-0.033017931,9917.794144,9917.823313,-6.463761284,9926.205143,9929.385923,1387.679583,8822.679612,8178.755792,-1079.741893,3337.606305,4015.93281
11260.77173,20740.61412,28367.1009,-1054.409875,3302.064296,3964.478253,1390.183562,8541.00477,7896.72609,-7.255872695,9666.150451,9669.543358,0.146576324,9643.381494,9643.254779,-0.03275285,9650.622466,9650.637203,-0.178624653,9658.719878,9658.87537,-7.244882082,9667.092666,9670.441161,1431.047343,8475.752421,7821.650253,-1035.232376,3315.175156,3959.004136
11151.1982,20188.38177,27755.5575,-1051.767108,3260.511459,3915.495739,1388.936075,8677.176705,8035.6307,-6.687547739,9825.089614,9828.324784,-0.05827829,9816.186343,9816.237573,0.02706181,9813.484325,9813.469969,0.045407469,9811.287286,9811.248593,-6.605502127,9824.632097,9827.840954,1363.548532,8716.91756,8081.849897,-1063.282514,3252.255181,3918.300329
11145.64722,20454.88381,28024.87018,-1073.137135,3187.860923,3861.359009,1317.651819,8865.624471,8246.161485,-5.720522869,9928.930779,9931.7821,0.009884515,9920.525915,9920.519207,0.032344155,9920.937036,9920.920869,-0.013179948,9921.61918,9921.632466,-5.629345943,9928.634717,9931.448013,1296.866562,8898.545316,8284.672254,-1083.567468,3181.245217,3864.343235
11034.29605,19898.91899,27382.17673,-1040.559113,3224.57054,3870.225644,1387.007136,8625.923424,7986.44265,-6.70667557,9790.542761,9793.767596,-0.106747269,9783.413574,9783.506686,0.024172643,9778.443017,9778.430008,0.092574382,9774.000897,9773.921114,-6.551141973,9789.638171,9792.81451,1337.861757,8702.863221,8075.732003,-1062.620696,3208.269531,3875.081367
11256.06639,20224.18942,27850.01749,-1038.90066,3350.420854,3995.861979,1448.279137,8525.254001,7865.486412,-7.299437533,9728.321339,9731.727451,-0.011625446,9712.802149,9712.812536,-0.021321903,9712.544694,9712.553703,-0.018214056,9713.113412,9713.129515,-7.326564192,9728.942953,9732.338817,1476.245444,8482.550472,7816.1437,-1026.27295,3359.960663,3993.027782
11084.56794,20199.66348,27742.40669,-875.2193114,3602.401027,4070.706587,1283.752718,8938.21516,8328.151882,-5.401432669,9951.348896,9954.061234,-0.168832867,9952.281592,9952.428437,0.033311577,9944.259592,9944.242634,0.165203663,9936.478056,9936.335317,-5.47030828,9951.567954,9954.309046,1299.967319,8912.029004,8297.447406,-1079.974648,3175.360274,3854.883552
11171.59518,20382.14084,27946.62886,-1055.48863,3263.837703,3925.631966,1373.664428,8597.021511,7958.439868,-7.019810821,9714.749358,9718.082926,0.192365735,9691.781424,9691.615001,0.00204696,9701.040086,9701.037782,-0.21487983,9710.997791,9711.184716,-7.028458091,9714.774696,9718.11225,1374.782598,8595.631797,7956.930535,-1055.066025,3264.749407,3926.150552
